timestamp,station_id,temperature,humidity,pressure,precipitation,wind_speed,wind_direction,radar_snr,radar_reflectivity_bias,neighbor_temp_values,metadata
2025-01-01T03:30:00,S1,26.66,79.7,900.4,0.0,2.38,166.9,13.96,0.86,26.9;26.6,Normal conditions.
2025-01-01T03:35:00,S1,27.16,67.7,896.7,0.0,3.18,169.0,13.86,0.44,27.0;26.9,Normal conditions.
2025-01-01T03:40:00,S1,26.43,69.1,900.1,0.0,3.25,183.7,15.86,0.33,26.9;25.4,Normal conditions.
2025-01-01T03:45:00,S1,26.84,62.9,896.3,0.0,4.11,215.3,14.79,0.78,27.8;27.3,Normal conditions.
2025-01-01T03:50:00,S1,25.66,84.2,902.4,0.0,3.27,162.8,14.81,0.28,25.4;25.5,Normal conditions.
2025-01-01T03:55:00,S1,26.98,82.5,901.1,0.0,3.67,181.4,14.99,0.14,28.2;27.4,Normal conditions.
2025-01-01T04:00:00,S1,26.23,77.7,901.7,0.0,3.03,166.1,16.01,0.37,26.1;27.1,Normal conditions.
2025-01-01T04:05:00,S1,26.51,80.8,898.2,0.0,2.31,161.3,16.65,0.17,26.9;27.0,Normal conditions.
2025-01-01T04:10:00,S1,26.52,77.7,900.3,0.0,3.13,195.4,15.83,0.61,26.5;26.3,Normal conditions.
2025-01-01T04:15:00,S1,26.34,77.9,903.9,0.0,3.43,182.9,14.47,-0.61,26.0;26.5,Normal conditions.
2025-01-01T04:20:00,S1,26.26,79.7,897.2,0.0,2.76,200.6,14.06,0.63,26.0;25.3,Normal conditions.
2025-01-01T04:25:00,S1,25.25,79.5,901.1,0.0,1.01,180.2,14.42,0.59,25.3;25.9,Normal conditions.
2025-01-01T04:30:00,S1,25.88,77.9,897.9,0.0,1.99,169.4,14.55,1.43,26.1;26.4,Normal conditions.
2025-01-01T04:35:00,S1,25.0,75.2,896.4,0.0,1.54,195.1,15.29,0.25,25.0;25.2,Normal conditions.
2025-01-01T04:40:00,S1,25.73,74.8,903.5,0.0,4.54,192.1,14.93,1.35,25.6;25.5,Normal conditions.
2025-01-01T04:45:00,S1,24.94,81.3,904.7,0.0,2.72,180.8,15.13,1.16,25.1;24.5,Normal conditions.
2025-01-01T04:50:00,S1,26.2,73.3,899.9,0.0,1.71,185.4,14.84,-0.17,26.5;26.2,Normal conditions.
2025-01-01T04:55:00,S1,25.41,83.0,896.6,0.0,3.26,182.1,15.52,0.23,25.1;25.0,Normal conditions.
2025-01-01T05:00:00,S1,25.87,75.3,900.3,0.0,2.88,176.4,13.88,0.66,25.6;26.4,Normal conditions.
2025-01-01T05:05:00,S1,25.45,80.9,899.1,0.0,2.24,181.7,14.16,0.9,26.1;26.0,Normal conditions.
2025-01-01T05:10:00,S1,24.77,83.4,899.0,0.0,3.37,157.6,14.92,-0.48,25.5;24.2,Normal conditions.
2025-01-01T05:15:00,S1,25.06,80.9,901.0,0.0,3.42,208.0,15.37,0.73,24.5;24.7,Normal conditions.
2025-01-01T05:20:00,S1,24.34,87.6,901.6,0.0,2.18,189.6,14.16,0.71,24.1;24.6,Normal conditions.
2025-01-01T05:25:00,S1,26.52,81.7,898.9,0.0,2.46,171.4,14.33,0.03,26.4;26.8,Normal conditions.
2025-01-01T05:30:00,S1,24.65,75.5,898.0,0.0,3.42,196.6,14.03,0.5,24.8;25.5,Normal conditions.
2025-01-01T05:35:00,S1,23.99,72.9,897.5,0.0,5.03,192.3,16.73,0.85,24.6;23.7,Normal conditions.
2025-01-01T05:40:00,S1,25.09,82.6,900.6,0.0,3.24,189.5,16.14,0.82,25.4;25.0,Normal conditions.
2025-01-01T05:45:00,S1,25.05,79.9,898.6,0.0,4.22,202.1,14.1,0.45,24.5;25.8,Normal conditions.
2025-01-01T05:50:00,S1,23.66,85.4,900.2,0.0,3.12,195.4,16.59,1.19,23.5;23.9,Normal conditions.
2025-01-01T05:55:00,S1,24.78,79.8,898.8,0.0,3.77,182.0,15.08,0.47,24.6;24.4,Normal conditions.
2025-01-01T06:00:00,S1,22.82,92.5,897.2,0.0,3.29,187.4,16.93,1.01,23.0;23.4,Normal conditions.
2025-01-01T06:05:00,S1,24.41,76.6,898.7,0.0,3.01,181.5,16.14,0.74,24.7;24.0,Normal conditions.
2025-01-01T06:10:00,S1,23.9,86.4,898.2,0.0,1.91,174.4,13.66,0.51,23.9;23.3,Normal conditions.
2025-01-01T06:15:00,S1,23.18,78.0,900.3,0.0,3.94,180.8,15.66,0.58,23.2;23.6,Normal conditions.
2025-01-01T06:20:00,S1,22.76,85.2,897.7,0.0,2.56,190.3,15.96,0.39,22.7;22.9,Normal conditions.
2025-01-01T06:25:00,S1,24.46,82.9,902.7,0.0,2.33,175.5,14.12,0.58,24.8;24.4,Normal conditions.
2025-01-01T06:30:00,S1,24.41,84.3,899.1,0.0,3.06,193.9,13.54,0.31,24.2;24.0,Normal conditions.
2025-01-01T06:35:00,S1,23.16,84.7,904.8,0.0,3.97,182.7,15.56,0.15,23.0;23.3,Normal conditions.
2025-01-01T06:40:00,S1,25.34,80.0,900.2,0.0,2.0,171.8,16.04,0.59,26.0;25.8,Normal conditions.
2025-01-01T06:45:00,S1,23.92,87.1,893.8,0.0,3.29,173.6,15.84,0.69,23.7;22.6,Normal conditions.
2025-01-01T06:50:00,S1,23.73,75.3,900.1,0.0,2.75,162.8,14.32,-0.12,23.9;24.0,Normal conditions.
2025-01-01T06:55:00,S1,24.84,78.2,902.2,0.0,2.44,168.9,15.33,0.51,24.6;24.0,Normal conditions.
2025-01-01T07:00:00,S1,24.87,79.7,903.1,0.0,3.61,189.9,17.28,0.43,25.9;25.3,Normal conditions.
2025-01-01T07:05:00,S1,22.97,79.2,901.2,0.0,3.69,185.6,15.01,1.57,23.0;22.3,Normal conditions.
2025-01-01T07:10:00,S1,24.46,83.1,902.7,0.0,2.6,158.0,14.96,1.37,24.4;24.8,Normal conditions.
2025-01-01T07:15:00,S1,23.28,84.1,901.7,0.0,2.25,165.5,15.39,0.49,23.5;22.6,Normal conditions.
2025-01-01T07:20:00,S1,23.3,92.4,901.7,0.0,2.19,180.9,15.43,0.42,22.9;23.6,Normal conditions.
2025-01-01T07:25:00,S1,23.82,87.2,899.5,0.0,3.44,191.9,15.69,0.78,23.5;23.5,Normal conditions.
2025-01-01T07:30:00,S1,24.88,72.5,896.6,0.0,3.1,208.9,15.26,0.5,25.3;25.0,Normal conditions.
2025-01-01T07:35:00,S1,24.06,76.7,900.2,0.0,2.84,181.0,12.9,0.91,23.9;24.0,Normal conditions.
2025-01-01T07:40:00,S1,22.62,90.5,896.5,0.0,2.09,194.9,16.05,0.63,22.3;22.4,Normal conditions.
2025-01-01T07:45:00,S1,23.03,88.2,897.5,0.0,2.44,170.0,14.13,0.46,24.0;22.2,Normal conditions.
2025-01-01T07:50:00,S1,23.71,90.7,899.1,0.0,3.91,180.4,14.79,0.45,24.4;23.7,Normal conditions.
2025-01-01T07:55:00,S1,24.06,75.5,900.5,0.0,2.92,165.0,15.03,0.77,24.2;23.9,Normal conditions.
2025-01-01T08:00:00,S1,23.34,85.9,901.0,0.0,2.77,191.1,14.76,0.17,24.1;23.1,Normal conditions.
2025-01-01T08:05:00,S1,23.41,72.0,901.6,0.0,3.45,172.8,15.66,0.44,23.1;23.2,Normal conditions.
2025-01-01T08:10:00,S1,24.26,71.9,896.5,0.0,3.16,160.3,15.3,1.49,23.8;24.1,Normal conditions.
2025-01-01T08:15:00,S1,23.49,81.6,895.2,0.0,3.33,190.9,15.64,0.19,23.7;23.3,Normal conditions.
2025-01-01T08:20:00,S1,22.87,80.1,901.5,0.0,2.77,159.5,14.99,0.47,23.0;22.9,Normal conditions.
2025-01-01T08:25:00,S1,24.17,82.3,900.8,0.0,3.91,167.0,15.88,0.36,23.5;23.8,Normal conditions.
2025-01-01T08:30:00,S1,21.75,87.0,902.2,0.0,1.64,155.1,15.26,0.66,21.0;21.8,Normal conditions.
2025-01-01T08:35:00,S1,22.33,85.9,902.3,0.0,3.19,182.0,15.87,0.35,22.1;22.5,Normal conditions.
2025-01-01T08:40:00,S1,24.37,83.7,903.4,0.0,4.26,178.0,17.51,0.3,25.2;23.5,Normal conditions.
2025-01-01T08:45:00,S1,24.32,78.6,901.1,0.0,3.84,173.5,14.08,0.06,24.1;23.9,Normal conditions.
2025-01-01T08:50:00,S1,24.1,80.3,904.8,0.0,3.11,178.7,13.23,0.13,23.2;23.9,Normal conditions.
2025-01-01T08:55:00,S1,24.22,79.0,900.3,0.0,2.44,157.2,14.53,0.55,25.0;23.8,Normal conditions.
2025-01-01T09:00:00,S1,23.67,91.2,899.8,0.0,4.93,169.3,13.6,0.3,23.6;23.0,Normal conditions.
2025-01-01T09:05:00,S1,23.01,85.1,898.7,0.0,4.23,168.1,14.61,0.14,22.5;24.0,Normal conditions.
2025-01-01T09:10:00,S1,24.82,81.6,898.6,0.0,3.98,196.2,15.07,0.93,24.5;25.9,Normal conditions.
2025-01-01T09:15:00,S1,22.57,91.0,901.4,0.0,2.5,182.4,16.34,1.24,22.1;22.6,Normal conditions.
2025-01-01T09:20:00,S1,23.43,84.5,899.9,0.0,2.5,170.2,14.67,-0.06,24.4;23.3,Normal conditions.
2025-01-01T09:25:00,S1,24.87,80.7,898.4,0.0,2.28,185.1,14.32,1.03,25.1;25.3,Normal conditions.
2025-01-01T09:30:00,S1,24.9,77.7,899.9,0.0,4.85,209.3,14.89,0.69,25.0;24.7,Normal conditions.
2025-01-01T09:35:00,S1,24.05,81.8,901.2,0.0,4.13,198.6,15.79,0.25,24.0;24.1,Normal conditions.
2025-01-01T09:40:00,S1,24.24,87.2,899.2,0.0,2.21,182.4,14.44,0.05,24.1;24.5,Normal conditions.
2025-01-01T09:45:00,S1,25.28,80.8,902.9,0.0,2.86,173.5,14.63,0.52,24.8;25.3,Normal conditions.
2025-01-01T09:50:00,S1,24.46,86.3,899.9,0.0,3.42,158.8,13.64,0.4,24.1;24.6,Normal conditions.
2025-01-01T09:55:00,S1,22.72,82.6,899.5,0.0,3.45,200.4,13.11,0.86,22.1;23.1,Normal conditions.
2025-01-01T10:00:00,S1,24.06,90.7,896.6,0.0,2.18,185.7,14.27,0.42,23.9;24.4,Normal conditions.
2025-01-01T10:05:00,S1,23.85,83.3,900.9,0.0,2.72,183.5,14.04,1.19,22.7;23.5,Normal conditions.
2025-01-01T10:10:00,S1,24.38,81.0,898.6,0.0,1.95,192.0,16.09,-0.24,24.3;25.0,Normal conditions.
2025-01-01T10:15:00,S1,24.72,82.7,900.8,0.0,3.36,187.0,15.96,0.3,24.7;24.4,Normal conditions.
2025-01-01T10:20:00,S1,24.47,81.6,898.3,0.0,2.59,192.8,14.92,0.7,25.0;24.6,Normal conditions.
2025-01-01T10:25:00,S1,23.76,82.9,898.8,0.0,3.69,184.4,14.93,0.7,23.0;23.9,Normal conditions.
2025-01-01T10:30:00,S1,24.46,85.9,901.8,0.0,4.31,180.8,15.65,0.8,24.4;24.7,Normal conditions.
2025-01-01T10:35:00,S1,24.95,81.8,899.8,0.0,3.35,162.2,15.37,0.3,24.1;24.4,Normal conditions.
2025-01-01T10:40:00,S1,25.51,82.5,901.6,0.0,2.41,157.2,14.68,0.19,25.0;25.7,Normal conditions.
2025-01-01T10:45:00,S1,24.44,77.3,898.4,0.0,4.33,164.2,14.54,0.75,24.7;23.3,Normal conditions.
2025-01-01T10:50:00,S1,24.52,77.3,901.8,0.0,2.88,158.9,14.21,0.21,23.1;25.3,Normal conditions.
2025-01-01T10:55:00,S1,25.15,80.8,898.9,0.0,2.42,198.1,16.74,-0.29,25.2;25.7,Normal conditions.
2025-01-01T11:00:00,S1,26.21,83.8,902.9,0.0,2.67,189.2,15.4,1.11,27.4;26.8,Normal conditions.
2025-01-01T11:05:00,S1,24.31,78.5,900.4,0.0,3.06,186.6,14.79,0.31,23.7;23.5,Normal conditions.
2025-01-01T11:10:00,S1,25.42,73.2,904.0,0.0,3.59,171.4,16.45,-0.01,26.1;25.4,Normal conditions.
2025-01-01T11:15:00,S1,25.44,78.3,899.3,0.0,3.82,187.4,14.22,0.4,25.3;25.9,Normal conditions.
2025-01-01T11:20:00,S1,25.31,79.5,898.7,0.0,2.71,166.0,14.34,0.38,26.0;25.9,Normal conditions.
2025-01-01T11:25:00,S1,26.01,80.3,897.7,0.0,1.74,196.9,17.07,0.29,25.5;26.4,Normal conditions.
2025-01-01T11:30:00,S1,25.99,78.0,901.8,0.0,3.1,177.8,15.7,1.5,25.9;26.7,Normal conditions.
2025-01-01T11:35:00,S1,24.81,81.8,900.3,0.0,2.44,173.4,14.57,0.64,26.0;25.0,Normal conditions.
2025-01-01T11:40:00,S1,24.87,84.4,899.6,0.0,3.6,178.0,13.46,0.33,24.3;25.0,Normal conditions.
2025-01-01T11:45:00,S1,25.52,78.6,898.0,0.0,4.04,194.0,15.32,0.84,26.5;25.6,Normal conditions.
2025-01-01T11:50:00,S1,26.05,85.0,900.6,0.0,3.04,159.2,15.66,0.27,25.8;26.7,Normal conditions.
2025-01-01T11:55:00,S1,26.23,78.4,900.4,0.0,3.77,166.6,14.33,-0.09,26.2;25.6,Normal conditions.
2025-01-01T12:00:00,S1,25.59,75.7,899.2,0.0,3.21,206.0,14.66,0.93,26.3;25.5,Normal conditions.
2025-01-01T12:05:00,S1,25.8,77.2,898.7,0.0,2.89,170.4,14.44,0.11,25.0;24.9,Normal conditions.
2025-01-01T12:10:00,S1,26.71,64.6,898.1,0.0,2.87,164.8,16.03,0.42,27.7;26.6,Normal conditions.
2025-01-01T12:15:00,S1,26.05,68.3,901.7,0.0,3.93,198.7,16.47,0.67,25.7;25.7,Normal conditions.
2025-01-01T12:20:00,S1,25.64,75.1,899.4,0.0,3.87,191.0,14.2,0.35,26.3;25.0,Normal conditions.
2025-01-01T12:25:00,S1,26.72,73.9,897.7,0.0,3.78,185.8,15.88,0.6,26.0;25.9,Normal conditions.
2025-01-01T12:30:00,S1,25.63,77.1,900.3,0.0,2.0,204.9,14.02,0.55,25.5;25.1,Normal conditions.
2025-01-01T12:35:00,S1,27.16,70.6,902.1,0.0,3.43,194.0,14.44,1.5,27.7;27.6,Normal conditions.
2025-01-01T12:40:00,S1,25.77,74.6,902.3,0.0,4.4,208.1,16.04,0.08,25.1;25.5,Normal conditions.
2025-01-01T12:45:00,S1,27.35,69.0,898.7,0.0,2.12,186.3,15.49,0.28,27.6;27.6,Normal conditions.
2025-01-01T12:50:00,S1,27.91,71.3,900.4,0.0,2.83,188.3,14.77,0.57,27.6;27.8,Normal conditions.
2025-01-01T12:55:00,S1,27.16,76.2,902.4,0.0,3.18,200.3,14.37,0.01,27.5;28.0,Normal conditions.
2025-01-01T13:00:00,S1,26.18,80.2,897.8,0.0,1.37,183.8,14.24,-0.1,26.2;26.2,Normal conditions.
2025-01-01T13:05:00,S1,27.26,78.8,898.5,0.0,2.6,192.5,15.95,1.04,26.8;26.9,Normal conditions.
2025-01-01T13:10:00,S1,26.47,71.2,899.4,0.0,1.27,188.8,15.51,-0.19,27.2;26.5,Normal conditions.
2025-01-01T13:15:00,S1,26.85,71.2,900.4,0.0,3.16,180.6,14.96,0.11,26.6;26.8,Normal conditions.
2025-01-01T13:20:00,S1,28.18,69.2,898.7,0.0,5.3,177.5,15.27,0.94,28.2;28.5,Normal conditions.
2025-01-01T13:25:00,S1,27.37,76.3,898.6,0.0,4.03,176.2,13.57,0.31,27.6;27.8,Normal conditions.
2025-01-01T13:30:00,S1,27.97,66.5,899.2,0.0,3.47,182.5,15.3,0.31,27.2;27.9,Normal conditions.
2025-01-01T13:35:00,S1,27.3,78.4,901.3,0.0,3.41,168.6,15.03,-0.01,27.4;27.8,Normal conditions.
2025-01-01T13:40:00,S1,27.85,69.0,900.4,0.0,2.66,179.4,14.05,-0.17,27.6;28.2,Normal conditions.
2025-01-01T13:45:00,S1,28.84,62.6,901.0,0.0,2.93,187.6,14.59,0.56,29.7;28.4,Normal conditions.
2025-01-01T13:50:00,S1,28.24,61.0,899.7,0.0,2.25,189.1,15.42,0.63,27.9;29.2,Normal conditions.
2025-01-01T13:55:00,S1,28.11,71.6,899.3,0.0,2.0,214.9,14.88,0.0,28.8;27.9,Normal conditions.
2025-01-01T14:00:00,S1,28.53,68.2,901.1,0.0,3.43,189.9,13.97,0.15,28.1;28.4,Normal conditions.
2025-01-01T14:05:00,S1,28.39,70.6,899.9,0.0,3.57,173.6,13.71,0.53,27.8;28.2,Normal conditions.
2025-01-01T14:10:00,S1,28.69,71.8,902.8,0.0,4.07,179.5,15.0,0.47,29.6;29.8,Normal conditions.
2025-01-01T14:15:00,S1,28.67,59.0,899.8,0.0,3.08,196.5,16.17,0.16,29.1;29.7,Normal conditions.
2025-01-01T14:20:00,S1,29.8,69.7,900.7,0.0,3.35,202.7,13.16,1.03,29.5;29.7,Normal conditions.
2025-01-01T14:25:00,S1,29.47,66.5,897.2,0.0,3.22,188.0,17.14,0.77,29.8;30.0,Normal conditions.
2025-01-01T14:30:00,S1,29.49,57.6,905.0,0.0,1.74,185.2,14.05,0.68,29.8;28.7,Normal conditions.
2025-01-01T14:35:00,S1,30.09,62.4,899.9,0.0,3.2,193.3,16.55,0.94,30.5;29.3,Normal conditions.
2025-01-01T14:40:00,S1,29.09,76.1,901.4,0.0,2.88,174.5,14.41,1.19,28.9;29.4,Normal conditions.
2025-01-01T14:45:00,S1,29.38,67.0,902.3,0.0,4.36,218.3,15.18,-0.32,28.5;29.4,Normal conditions.
2025-01-01T14:50:00,S1,30.07,64.3,897.5,0.0,2.46,175.2,14.28,0.71,29.9;30.3,Normal conditions.
2025-01-01T14:55:00,S1,30.18,61.4,900.9,0.0,2.47,179.7,15.33,0.74,30.9;29.3,Normal conditions.
2025-01-01T15:00:00,S1,29.55,65.9,896.2,0.0,2.46,185.8,14.82,-0.33,30.0;29.2,Normal conditions.
2025-01-01T15:05:00,S1,29.14,72.9,901.0,0.0,3.51,213.0,17.02,0.26,29.2;29.6,Normal conditions.
2025-01-01T15:10:00,S1,30.08,57.8,896.4,0.0,1.67,175.3,15.94,1.23,30.7;29.5,Normal conditions.
2025-01-01T15:15:00,S1,29.9,61.8,899.8,0.0,2.46,179.7,15.24,-0.46,30.0;29.5,Normal conditions.
2025-01-01T15:20:00,S1,30.37,61.2,896.0,0.0,4.14,158.4,13.68,0.23,30.8;29.6,Normal conditions.
2025-01-01T15:25:00,S1,29.57,63.6,902.8,0.0,3.55,213.4,16.5,0.7,29.5;29.6,Normal conditions.
2025-01-01T15:30:00,S1,31.66,49.2,900.0,0.0,1.65,203.7,14.35,-0.21,31.9;32.2,Normal conditions.
2025-01-01T15:35:00,S1,30.7,60.8,897.7,0.0,2.79,190.0,14.61,0.63,31.4;31.4,Normal conditions.
2025-01-01T15:40:00,S1,30.73,59.9,898.1,0.0,2.65,185.8,14.03,1.18,31.6;31.2,Normal conditions.
2025-01-01T15:45:00,S1,31.56,59.2,901.2,0.0,2.17,155.7,15.31,-0.11,31.0;31.6,Normal conditions.
2025-01-01T15:50:00,S1,29.87,65.2,900.1,0.0,3.2,192.1,15.93,0.49,30.0;30.4,Normal conditions.
2025-01-01T15:55:00,S1,31.16,59.1,904.3,0.0,3.28,201.3,15.24,0.26,31.9;31.6,Normal conditions.
2025-01-01T16:00:00,S1,31.45,57.5,900.8,0.0,2.81,186.0,16.94,-0.08,31.9;32.0,Normal conditions.
2025-01-01T16:05:00,S1,33.07,50.8,900.4,0.0,3.58,215.8,14.63,0.62,32.8;32.7,Normal conditions.
2025-01-01T16:10:00,S1,31.66,58.0,903.6,0.0,3.58,164.5,14.63,-0.27,31.2;31.4,Normal conditions.
2025-01-01T16:15:00,S1,31.06,56.7,904.6,0.0,3.36,170.3,15.06,0.59,30.2;30.5,Normal conditions.
2025-01-01T16:20:00,S1,31.75,58.3,898.3,0.0,2.45,147.4,13.87,0.48,31.7;32.1,Normal conditions.
2025-01-01T16:25:00,S1,32.02,54.6,900.9,0.0,3.01,182.2,15.03,0.62,32.5;32.3,Normal conditions.
2025-01-01T16:30:00,S1,31.72,50.5,903.5,0.0,3.98,189.4,15.37,0.3,31.5;32.8,Normal conditions.
2025-01-01T16:35:00,S1,32.24,66.0,902.4,0.0,3.64,186.2,14.88,1.22,32.1;32.4,Normal conditions.
2025-01-01T16:40:00,S1,31.83,60.7,898.3,0.0,2.15,149.5,15.34,0.66,31.4;33.5,Normal conditions.
2025-01-01T16:45:00,S1,31.68,59.4,898.3,0.0,3.85,190.8,13.97,0.15,31.5;31.2,Normal conditions.
2025-01-01T16:50:00,S1,31.89,54.2,896.7,0.0,3.05,170.4,15.87,0.9,31.6;31.4,Normal conditions.
2025-01-01T16:55:00,S1,31.63,58.4,899.0,0.0,3.01,187.2,16.03,0.72,31.4;32.3,Normal conditions.
2025-01-01T17:00:00,S1,31.55,64.8,900.0,0.0,2.49,157.6,17.11,0.31,30.7;30.2,Normal conditions.
2025-01-01T17:05:00,S1,31.84,49.5,898.9,0.0,2.43,198.0,14.77,-0.05,31.2;31.8,Normal conditions.
2025-01-01T17:10:00,S1,32.84,52.7,897.4,0.0,3.77,187.6,16.26,0.73,32.7;32.9,Normal conditions.
2025-01-01T17:15:00,S1,33.0,57.7,898.4,0.0,2.74,192.3,14.4,1.04,32.0;33.4,Normal conditions.
2025-01-01T17:20:00,S1,31.89,57.7,902.0,0.0,4.73,180.7,14.99,0.06,32.3;31.9,Normal conditions.
2025-01-01T17:25:00,S1,32.37,56.6,899.9,0.0,3.3,166.2,16.02,0.67,31.8;33.2,Normal conditions.
2025-01-01T17:30:00,S1,32.72,55.1,897.9,0.0,4.41,197.4,12.58,0.51,32.8;33.0,Normal conditions.
2025-01-01T17:35:00,S1,32.68,62.6,900.2,0.0,2.09,189.0,15.32,-0.08,33.2;32.1,Normal conditions.
2025-01-01T17:40:00,S1,33.24,44.4,903.2,0.0,2.26,191.2,15.82,2.24,32.5;33.2,Normal conditions.
2025-01-01T17:45:00,S1,33.02,57.0,899.5,0.0,2.95,201.0,16.83,0.68,33.5;33.3,Normal conditions.
2025-01-01T17:50:00,S1,32.52,58.0,899.5,0.0,3.99,208.9,14.54,0.72,32.0;32.8,Normal conditions.
2025-01-01T17:55:00,S1,32.7,59.2,899.0,0.0,2.67,178.4,14.41,1.08,32.9;32.9,Normal conditions.
